-1.000000000000000000e+00 4.824645996093750000e+00
-9.687500000000000000e-01 3.885437011718750000e+00
-9.375000000000000000e-01 3.351684570312500000e+00
-9.062500000000000000e-01 3.043334960937500000e+00
-8.750000000000000000e-01 2.832458496093750000e+00
-8.437500000000000000e-01 2.751159667968750000e+00
-8.125000000000000000e-01 2.685180664062500000e+00
-7.812500000000000000e-01 2.694091796875000000e+00
-7.500000000000000000e-01 2.728027343750000000e+00
-7.187500000000000000e-01 2.736450195312500000e+00
-6.875000000000000000e-01 2.786071777343750000e+00
-6.562500000000000000e-01 2.798461914062500000e+00
-6.250000000000000000e-01 2.800964355468750000e+00
-5.937500000000000000e-01 2.817382812500000000e+00
-5.625000000000000000e-01 2.830810546875000000e+00
-5.312500000000000000e-01 2.849670410156250000e+00
-5.000000000000000000e-01 2.855041503906250000e+00
-4.687500000000000000e-01 2.861633300781250000e+00
-4.375000000000000000e-01 2.895324707031250000e+00
-4.062500000000000000e-01 2.910888671875000000e+00
-3.750000000000000000e-01 2.933593750000000000e+00
-3.437500000000000000e-01 2.940368652343750000e+00
-3.125000000000000000e-01 2.950805664062500000e+00
-2.812500000000000000e-01 2.966064453125000000e+00
-2.500000000000000000e-01 2.970703125000000000e+00
-2.187500000000000000e-01 2.928588867187500000e+00
-1.875000000000000000e-01 2.906250000000000000e+00
-1.562500000000000000e-01 2.875549316406250000e+00
-1.250000000000000000e-01 2.834655761718750000e+00
-9.375000000000000000e-02 2.796447753906250000e+00
-6.250000000000000000e-02 2.769104003906250000e+00
-3.125000000000000000e-02 2.710815429687500000e+00
0.000000000000000000e+00 2.678649902343750000e+00
3.125000000000000000e-02 2.632934570312500000e+00
6.250000000000000000e-02 2.573791503906250000e+00
9.375000000000000000e-02 2.501403808593750000e+00
1.250000000000000000e-01 2.451477050781250000e+00
1.562500000000000000e-01 2.385620117187500000e+00
1.875000000000000000e-01 2.325012207031250000e+00
2.187500000000000000e-01 2.273193359375000000e+00
2.500000000000000000e-01 2.183288574218750000e+00
2.812500000000000000e-01 2.080810546875000000e+00
3.125000000000000000e-01 1.973632812500000000e+00
3.437500000000000000e-01 1.861816406250000000e+00
3.750000000000000000e-01 1.769775390625000000e+00
4.062500000000000000e-01 1.633361816406250000e+00
4.375000000000000000e-01 1.527954101562500000e+00
4.687500000000000000e-01 1.413085937500000000e+00
5.000000000000000000e-01 1.292785644531250000e+00
5.312500000000000000e-01 1.161437988281250000e+00
5.625000000000000000e-01 1.051635742187500000e+00
5.937500000000000000e-01 9.579467773437500000e-01
6.250000000000000000e-01 8.224487304687500000e-01
6.562500000000000000e-01 6.946411132812500000e-01
6.875000000000000000e-01 5.532226562500000000e-01
7.187500000000000000e-01 4.310302734375000000e-01
7.500000000000000000e-01 2.844848632812500000e-01
7.812500000000000000e-01 1.641845703125000000e-01
8.125000000000000000e-01 6.091308593750000000e-02
8.437500000000000000e-01 -0.000000000000000000e+00
8.750000000000000000e-01 5.804443359375000000e-02
9.062500000000000000e-01 1.063842773437500000e-01
9.375000000000000000e-01 2.496948242187500000e-01
9.687500000000000000e-01 6.652221679687500000e-01
1.000000000000000000e+00 1.613830566406250000e+00
